D,CODE,T,Offense Description,NC General Statute,Offense Start Date,Offense End Date,CL,Class Start Date,Class End Date,DWI and IC Report,Max Date,(0) Offense Ongoing | (1) Offense Ended | (2) Free Text | (3) No Info Provided,
 ,3872,M,DV PROTECTIVE ORDER VIOL (M),50B-4.1(A),19971201,99999999,A1,19971201,99999999,No,19971201,0,
 ,3873,F,DV PROTECTIVE ORDER VIOL (F),50B-4.1(F),20020301,99999999,H,20020301,99999999,No,20020301,0,
 ,3874,F,CHILD CARE ADM MED/SER INJ,110-102.1A(C),20031201,99999999,F,20031201,99999999,No,20031201,0,
 ,3875,M,CHILD CARE ADM MED/NO SER INJ,110-102.1A(D),20031201,99999999,A1,20031201,99999999,No,20031201,0,
 ,3876,F,PROVIDE CHILD CARE W/O LICENSE,110-99,20031201,99999999,I,20031201,99999999,No,20031201,0,
 ,3877,M,BABYSIT BY/HOME SEX OFNDR,14-321.1(B),20051201,99999999,1,20051201,99999999,No,20051201,0,
 ,3878,F,BABYSIT BY/HOME SEX OFNDR 2+,14-321.1(B),20051201,99999999,H,20051201,99999999,No,20051201,0,
 ,3880,M,FAIL/PREVENT JUV ABUSE REPORT,7B-301(B),20131201,99999999,1,20131201,99999999,No,20131201,0,
 ,3881,M,FAIL NOTIFY SBI JUV SEX ABUSE,7B-301(C),20131201,20151231,1,20131201,20151231,No,20151231,1,
 ,3899,Free Text,FAMILY - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
 ,3901,M,SELLING LOTTERY TICKETS,14-291,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,3902,M,SELL/BUY LOTTERY TIX<18,18C-131(D),20071019,99999999,1,20071019,99999999,No,20071019,0,
 ,3903,M,OPERATE/POSSESS SLOT MACHINE,14-301,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,3904,M,OPER/POSSESS GAMBLING DEVICES,14-302,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,3905,M,MANUFACTURE/SELL SLOT MACH (M),14-304,20001001,99999999,2,19941001,20000930,No,20001001,1,
 ,3905,M,MANUFACTURE/SELL SLOT MACH (M),14-304,20001001,99999999,1,20001001,99999999,No,20001001,0,
 ,3906,M,SLOT MACHINE AGREEMENT (M),14-305,20001001,99999999,2,19941001,20000930,No,20001001,1,
 ,3906,M,SLOT MACHINE AGREEMENT (M),14-305,20001001,99999999,1,20001001,99999999,No,20001001,0,
 ,3907,F,MANUFACTURE/SELL SLOT MACH (F),14-304,20001001,99999999,G/H,20001001,99999999,No,20001001,0,
 ,3908,F,SLOT MACHINE AGREEMENT (F),14-305,20001001,99999999,G/H,20001001,99999999,No,20001001,0,
 ,3909,M,SPORTS WAGERING,18C-918(A),20240108,99999999,2,20240108,99999999,No,20240108,0,
 ,3910,M,SPORTS WAGERING <21,18C-918(B),20240108,99999999,2,20240108,99999999,No,20240108,0,
 ,3911,M,PARI-MUTUEL WAGERING,18C-1020(A),20240108,99999999,2,20240108,99999999,No,20240108,0,
 ,3912,M,PARI-MUTUEL WAGERING <21,18C-1020(B),20240108,99999999,2,20240108,99999999,No,20240108,0,
 ,3915,M,OPERATING A LOTTERY,14-290,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,3916,M,OPERATE VIDEO GAMING MACHINE,14-306.1A(A),20070701,99999999,1,20070701,99999999,No,20070701,0,
 ,3917,F,OPER VIDEO GAMING MACH 2 OFF,14-306.1A(A),20070701,99999999,H,20070701,99999999,No,20070701,0,
 ,3918,F,OPER VIDEO GAMING MACH 3/SUB,14-306.1A(A),20070701,99999999,G,20070701,99999999,No,20070701,0,
 ,3919,F,OPER >=5 VIDEO GAMING MACH,14-306.1A(A),20070701,99999999,G,20070701,99999999,No,20070701,0,
 ,3920,M,OPER/POSS NEW VIDEO GAME (M),14-306.1(A),20000802,20070630,1,20000802,99999999,No,20070630,1,
 ,3921,F,OPER/POSS NEW VIDEO GAME (F),14-306.1(A),20000802,20070630,Blank,20000802,99999999,No,20070630,1,
 ,3922,F,OPERATION >= 5 NEW VIDEO GAMES,14-306.1(A),20000802,20070630,G,20000802,99999999,No,20070630,1,
 ,3923,M,OPER/POSS VIDEO GAME MCHS (M),14-306.1(B),20001001,20070630,1,20000802,99999999,No,20070630,1,
 ,3924,F,OPER/POSS VIDEO GAME MACHS (F),14-306.1(B),20001001,20070630,Blank,20000802,99999999,No,20070630,1,
 ,3925,F,OPERATION >= 5 VIDEO GAMES,14-306.1(B),20001001,20070630,G,20001001,99999999,No,20070630,1,
 ,3926,M,OTHER VIDEO GAME MACH VIOL (M),14-306.1,20001001,20070630,1,20001001,99999999,No,20070630,1,
 ,3927,F,OTHER VIDEO GAME MACH VIOL (F),14-306.1,20001001,20070630,Blank,20001001,99999999,No,20070630,1,
 ,3928,F,OTHER VIOL >= 5 VIDEO MACH,14-306.1,20001001,20070630,G,20001001,99999999,No,20070630,1,
 ,3930,M,POSSESSION OF LOTTERY TICKETS,14-291.1,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,3931,M,GAMBLING,14-292,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,3932,M,ALLOW GAMBLING IN PUBLIC HOUSE,14-293,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,3933,M,ALLOW GAMING TABLES,14-297,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,3934,M,ELECTRONIC SWEEPSTAKES,14-306.4(B),20101201,99999999,1,20101201,99999999,No,20101201,0,
 ,3935,F,ELECTRONIC SWEEPSTAKES 2 OFF,14-306.4(B),20101201,99999999,H,20101201,99999999,No,20101201,0,
 ,3936,F,ELECTRONIC SWEEPSTAKES 3/SUB,14-306.4(B),20101201,99999999,G,20101201,99999999,No,20101201,0,
 ,3999,Free Text,GAMBLING - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
 ,4000,F,ATT PROM PROST MNR/MNT DISA,14-205.3(B),20240301,99999999,D,20240301,99999999,No,20240301,0,
 ,4010,M,AID AND ABET PROSTITUTION,14-204,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,4011,M,PROSTITUTION,14-204(A),20131001,99999999,1,20131001,99999999,No,20131001,0,
 ,4012,M,PROSTITUTION,14-204(7),00000000,20130930,1,19941001,20130930,No,20130930,1,
 ,4013,M,SOLICIT FOR PROSTITUTION,14-204(5),00000000,20130930,1,19941001,20130930,No,20130930,1,
 ,4014,M,LOITERING FOR PROSTITUTION,14-204.1,00000000,20130930,1,19941001,20130930,No,20130930,1,
 ,4015,M,MAINT PLACE FOR PROSTITUTION,14-204(1),00000000,20130930,1,19941001,20130930,No,20130930,1,
 ,4016,M,TRANSPORT FOR PROSTITUTION,14-204(4),00000000,20130930,1,19941001,20130930,No,20130930,1,
 ,4018,M,SOLICIT CRIME AGAINST NATURE,14-177,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,4019,F,SOLICIT PROSTITUTION 1ST OFFN,14-205.1,20250715,99999999,I,20150715,99999999,No,20250715,0,
 ,4020,M,SOLICIT PROSTITUTION-M,14-205.1,20131001,20250714,1,20131001,20250714,No,20250714,1,
 ,4021,F,SOLICIT PROSTITUTION 2ND/SUB,14-205.1,20131001,99999999,H,20131001,99999999,No,20131001,0,
 ,4022,F,SOLICIT PROSTITUTION MINOR,14-205.1,20131001,99999999,G,20131001,99999999,No,20131001,0,
 ,4023,F,SOLICIT PROSTITUTION MNTL DISA,14-205.1,20131001,99999999,E,20131001,99999999,No,20131001,0,
 ,4024,M,PATRONIZE PROSTITUTE ENGAGE-M,14-205.2(A)(1),20131001,99999999,A1,20131001,99999999,No,20131001,0,
 ,4025,M,PATRONIZE PROSTITUTE ENGAGE-M,14-205.2(A)(2),20131001,99999999,A1,20131001,99999999,No,20131001,0,
 ,4026,F,PATRONIZE PROSTITUTE ENGAGE-F,14-205.2(A)(1),20131001,99999999,G,20131001,99999999,No,20131001,0,
 ,4027,F,PATRONIZE PROSTITUTE ENGAGE-F,14-205.2(A)(2),20131001,99999999,G,20131001,99999999,No,20131001,0,
 ,4028,F,PATRONIZE PROST ENGAGE MINOR,14-205.2(A)(1),20131001,99999999,F,20131001,99999999,No,20131001,0,
 ,4029,F,PATRONIZE PROST PLACE MINOR,14-205.2(A)(2),20131001,99999999,F,20131001,99999999,No,20131001,0,
 ,4030,F,PROMOTE PROSTITUTION-ADVANCE,14-05.3(A)(1),20131001,99999999,F,20131001,99999999,No,20131001,0,
 ,4031,F,PROMOTE PROSTITUTION-PROFITS,14-205.3(A)(2),20131001,99999999,F,20131001,99999999,No,20131001,0,
 ,4032,F,PROMOTE PROST-ADVANCE PRIOR,14-205.3(A)(1),20131001,99999999,E,20131001,99999999,No,20131001,0,
 ,4033,F,PROMOTE PROST-PROFITS PRIOR,14-205.3(A)(2),20131001,99999999,E,20131001,99999999,No,20131001,0,
 ,4034,F,PROM PROST MNR/MNT DISA ADV,14-205.3(B)(1),20131001,99999999,D,20131001,99999999,No,20131001,0,
 ,4035,F,PROM PROST MNR/MNT DISA PROF,14-205.3(B)(2),20131001,99999999,D,20131001,99999999,No,20131001,0,
 ,4036,F,PROM PROST CNFINE MNR/MNT DISA,14-205.3(B)(3),20131001,99999999,C,20131001,99999999,No,20131001,0,
 ,4037,F,PROMOTE PROSTITUTION PRIOR CNV,14-205.3(B),20131001,99999999,C,20131001,99999999,No,20131001,0,
 ,4038,F,PATRONIZE PROST ENGAGE MNTL DI,14-205.2(A)(1),20131001,99999999,D,20131001,99999999,No,20131001,0,
 ,4039,F,PATRONIZE PROST PLACE MNTL DIS,14-205.2(A)(2),20131001,99999999,D,20131001,99999999,No,20131001,0,
 ,4099,Free Text,COMMERCIAL SEX - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
 ,4101,M,MANUFACTURE LIQUOR NO PERMIT,18B-307(B),00000000,99999999,1,19941001,99999999,No,19941001,0,
*,4102,M,"LIQUOR, ILLEGAL SALE/POSSESS.",18B-304,00000000,19940606,Blank, , ,No,19940606,1,
 ,4103,M,UNSEALED WINE/LIQ IN PASS AREA,18B-401(A),00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,4104,M,POSSESS LIQUOR FOR SALE,LOCAL ORDINANC,00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,4106,M,ILLEGAL TRANSPORT ALCOHOL BEV,18B-406,00000000,20220707,1,19941001,20220707,No,20220707,1,
 ,4107,M,POSS/CONS BEER/WINE UNAUT PREM,18B-301(F)(7),00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,4108,M,POS/CON F-WN/LQ/MXBV UNATH PR,18B-301(F)(4),00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,4109,M,SELL/GIVE ALC TO INTOX PERSON,18B-305,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,4110,M,ALLOW ILLEGAL CONSUMPTION ALC,LOCAL ORDINANC,00000000,99999999,3,19941001,99999999,No,19941001,0,
*,4112,M,POSS/TRAN/SELL NON-TAX ALC BEV,18B-111,00000000,19920609,Blank, , ,No,19920609,1,
 ,4115,M,POS ALCOHOL IN STATE PARK,113-35(A),20020105,20151130,3,20020105,20151130,No,20151130,1,
 ,4116,M,CONSUME ALC BY <19,18B-302(B)(3),20061201,99999999,1,20061201,99999999,No,20061201,0,
 ,4117,M,CONSUME ALC BY 19/20,18B-302(B)(3),20061201,99999999,3,20061201,99999999,No,20061201,0,
 ,4118,M,ALLOW CON MTBV/U-WN SUSP PERM,18B-300(A1),20131201,99999999,1,20131201,99999999,No,20131201,0,
 ,4119,M,POS ALCOHOL IN STATE PARK,143B-135.16,20151201,20171130,3,20151201,20171130,No,20171130,1,
*,4120,M,AID UNDERAGE PURCHASE LIQUOR,18B-302(C),00000000,19950206,1,19941001,19950206,No,19950206,1,
*,4121,M,AID UNDERAGE PURCHASE BEER,18B-302(C),00000000,19950206,1,19941001,19950206,No,19950206,1,
 ,4122,M,AID UNDERAGE PUR ALC BY < 21,18B-302(C)(1),19941001,99999999,2,19941001,99999999,No,19941001,0,
 ,4123,M,AID UNDERAGE PUR ALC BY > 21,18B-302(C)(2),19941001,99999999,1,19941001,99999999,No,19941001,0,
 ,4124,M,TRANSPORT UN-FORT WINE NO PERM,18B-400,20071019,20220707,1,20071019,20220707,No,20220707,1,
 ,4125,M,TRANSPORT FRT WINE/LIQ NO PERM,18B-400,20071019,20220707,1,20071019,20220707,No,20220707,1,
 ,4126,M,MAIL/SHIP ALC BEV NO PERMIT,18B-109(A),20071019,99999999,1,20071019,99999999,No,20071019,0,
 ,4127,M,ALLOW CON MTBV/U-WN OFF PREM,18B-300(B),20071019,99999999,1,20071019,99999999,No,20071019,0,
 ,4128,M,CONSUME/OFFER AT ABC STORE,18B-301(F),20071019,99999999,1,20071019,99999999,No,20071019,0,
 ,4129,M,POSS/CONSUME AFTER PROHIBITED,18B-301(F),20071019,99999999,1,20071019,99999999,No,20071019,0,
 ,4130,M,SELL/CONSUME AT RAFFLE/BINGO,18B-308,20071019,20180930,1,20071019,20180930,No,20180930,1,
 ,4131,M,BRING ALCOHOL INTO STATE VIOL,18B-402,20071019,20220707,1,20071019,20220707,No,20220707,1,
 ,4132,M,POSS/CONS BEER/WINE PUBLIC ST,LOCAL ORDINANC,00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,4133,M,TRANSPORT>40 LIT FORT WINE/LIQ,18B-403(A),20071019,20220707,1,20071019,20220707,No,20220707,1,
 ,4134,M,POSS/CON BEER/WINE UNAUTH PREM,LOCAL ORDINANC,00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,4135,M,FAIL DISPLAY PERMIT LE REQUEST,18B-403(E),20071019,20220707,1,20071019,20220707,No,20220707,1,
 ,4136,M,DISPLAY ALC ATHLETIC CONTEST,18B-301(F)(2),00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,4137,M,OPEN CNT MBV/UNFWN PROP CY/CTY,18B-300(C),20071019,99999999,3,20071019,99999999,No,20071019,0,
 ,4138,M,POSSESSION ALCOHOLIC BEVERAGE,LOCAL ORDINANC,00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,4139,M,CON MTBV/UN-WN OFF PREM PERMIT,18B-300(B),00000000,99999999,1,20080125,99999999,No,20080125,0,
*,4140,M,PUR/POSS BEER/WINE UNDERAGE,18B-302,00000000,19920609,2, , ,No,19920609,1,
 ,4141,M,UNDERAGE AID/ABET POSS ALCOHOL,18B-302(C)(1),19941001,99999999,2,19941001,99999999,No,19941001,0,
*,4142,M,PUR/POSS ALCOHOL UNDERAGE,18B-302,00000000,19920609,2, , ,No,19920609,1,
 ,4144,F,MANUFACTURE POISONOUS LIQUOR,14-329,00000000,99999999,F/H,19941001,99999999,No,19941001,0,
 ,4145,M,MANUFACTURE POISONOUS LIQUOR,14-329,00000000,99999999,1/2,19941001,99999999,No,19941001,0,
*,4146,M,SALE OF CIGARETTES TO MINORS,14-313,00000000,19940606,2, , ,No,19940606,1,
 ,4148,M,ABC LAW VIOLATION,18B-102,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,4149,F,SHIP ALCOHOL FROM OUT STATE,18B-102.1,19971201,99999999,I,19971201,99999999,No,19971201,0,
*,4150,M,SELLING BEER/WINE TO MINOR,18B-302(A),00000000,19920609,1/2, , ,No,19920609,1,
*,4152,M,SELLING LIQUOR TO UNDERAGE,18B-302(A),00000000,19920609,1/2, , ,No,19920609,1,
 ,4155,M,POSS/SELL ALC BEV NO PERMIT,18B-304,00000000,99999999,1,19941001,99999999,No,19941001,0,
*,4156,M,CON/OFFER WINE - PUB RD/BYWAY,18B-301(F),00000000,19940606,Blank, , ,No,19940606,1,
 ,4157,M,CON/OFFER ALC BEV PUBLIC ROAD,18B-301(F)(1),00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,4158,M,CON MTBV/U-WN PREM NO PERMIT,18B-300(B),00000000,20080124,1,19941001,99999999,No,20080124,1,
 ,4159,M,PUBLIC CONSUMPTION,18B-301(F),00000000,99999999,1,19941001,99999999,No,19941001,0,
*,4160,M,SELL/CONS BEER/WINE/ALC AFT HR,18B-1004,00000000,19920609,Blank, , ,No,19920609,1,
 ,4161,M,SELL/CON ALC BEV AFTER HOURS,18B-1004,00000000,99999999,1,19941001,99999999,No,19941001,0,
*,4162,M,SELL/GIVE MALT /WINE TO MINOR,18B-302(A),00000000,19920609,1/2, , ,No,19920609,1,
*,4163,M,SELL/GIVE ALCOHOL BEV TO MINOR,18B-302(A),00000000,19920609,1/2, , ,No,19920609,1,
 ,4164,M,CONSUME BEER/WINE UNDERAGE,LOCAL ORDINANC,00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,4166,M,PUR/ATT MTBV/U-WN NOT 19/20,18B-302(B)(1),19831001,99999999,1,19941001,99999999,No,19941001,0,
 ,4167,M,POSS MTBV/U-WN NOT 19/20,18B-302(B)(1),19831001,99999999,1,19941001,99999999,No,19941001,0,
 ,4168,M,PUR/ATT F-WN/LQ/MXBV < 21,18B-302(B)(2),19831001,99999999,1,19941001,99999999,No,19941001,0,
 ,4169,M,POSS F-WN/LQ/MXBV < 21,18B-302(B)(2),19831001,99999999,1,19941001,99999999,No,19941001,0,
 ,4170,M,SELL/GIVE MTBV/U-WN TO < 21,18B-302(A)(1),19831001,20071130,1,19941001,99999999,No,20071130,1,
 ,4171,M,SELL/GIVE F-WN/LQ/MXBV TO < 21,18B-302(A)(2),19831001,20071130,1,19941001,99999999,No,20071130,1,
 ,4172,M,ALLOW CON MTBV/U-WN NO PERMIT,18B-300(B),00000000,20080124,1,19941001,99999999,No,20080124,1,
 ,4173,M,POSS/SELL NONTAXPAID ALC BEV,18B-111,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,4174,M,TRANSPORT NONTAXPAID ALC BEV,18B-111,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,4175,M,DRINK BEER/WINE WHILE DRIVING,18B-401(A),19831001,99999999,3,19941001,99999999,No,19941001,0,
 ,4176,M,GIVE MTBV/U-WN TO <21,18B-302(A1),20071201,99999999,1,20071201,99999999,No,20071201,0,
 ,4177,M,GIVE F-WN/LQ/MXBV TO <21,18B-302(A1),20071201,99999999,1,20071201,99999999,No,20071201,0,
 ,4178,M,SELL MALTBEV/U-WN TO<21,18B-302(A)(1),20071201,99999999,1,20071201,99999999,No,20071201,0,
 ,4179,M,SELL F-WN/LQ/MIXBEV TO<21,18B-302(A)(2),20071201,99999999,1,20071201,99999999,No,20071201,0,
 ,4180,M,PUR MTBV/U-WN BY 19/20,18B-302(B)(1),19991201,99999999,3,19991201,99999999,No,19991201,0,
 ,4181,M,ATT PUR MTBV/U-WN BY 19/20,18B-302(B)(1),19991201,99999999,3,19991201,99999999,No,19991201,0,
 ,4182,M,POSS MTBV/U-WN BY 19/20,18B-302(B)(1),19991201,99999999,3,19991201,99999999,No,19991201,0,
 ,4183,M,CONSUME ALC/MALT CITY/CO PROP,LOCAL ORDINANC,20020105,99999999,3,20020105,99999999,No,20020105,0,
 ,4184,M,OPEN CONTAINER ALCOHOL VIOL,LOCAL ORDINANC,20020105,99999999,3,20020105,99999999,No,20020105,0,
 ,4185,M,TRANSPORT>AMT FORT WINE/LIQ,18B-403(A),20071019,20220707,1,20071019,20220707,No,20220707,1,
 ,4186,M,CON MBEV/UNFWN PROP CITY/CNTY,18B-300(C),20071019,99999999,3,20071019,99999999,No,20071019,0,
 ,4187,M,POSS MBEV/UNFWN PROP TMP CLSD,18B-300(C),20071019,99999999,3,20071019,99999999,No,20071019,0,
 ,4188,M,TRANSPORT IN FOR-HIRE VEHICLE,18B-401(B),20071019,20220707,1,20071019,20220707,No,20220707,1,
 ,4189,M,TRANSPORT>100 LIT UNFORT WINE,18B-403(A),20071019,20220707,1,20071019,20220707,No,20220707,1,
 ,4190,M,ALLOW CONDUCT ON LIC PREM,18B-1005(A),20180301,99999999,1,20180301,99999999,No,20180301,0,
 ,4191,M,FAILURE TO SUPERINTEND,18B-1005(B),20180301,99999999,1,20180301,99999999,No,20180301,0,
 ,4195,M,INTOXICATED AND DISRUPTIVE,14-444,00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,4199,Free Text,LIQUOR - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
*,4210,M,INTOXICATED AND DISRUPTIVE,14-444,00000000,19940606,3, , ,No,19940606,1,
*,4299,Free Text,PUBLIC INTOXICATION - FREE TEX, ,00000000,19941003,??,19941001,19941003,No,19941003,2,
 ,4511,F,FAIL MOVE OVER SER INJ/DEATH,20-157(I),20060701,99999999,I,20060701,20191130,No,20191130,1,
 ,4511,F,FAIL MOVE OVER SER INJ/DEATH,20-157(I),20060701,99999999,F,20191201,99999999,No,20191201,0,
 ,4542,F,FEL HIT/RUN FAIL STOP INJ RV 1,20-166(E),20031201,20081130,H,20031201,99999999,No,20081130,1,
 ,4543,F,FEL HIT/RUN FAIL STOP INJ RV 2,20-166(E),20031201,20081130,H,20031201,20081130,No,20081130,1,
 ,4587,F,POSSESS CATALYTIC CONVERTER,14-164.1,20221201,99999999,I,20221201,99999999,No,20221201,0,
 ,4701,F,FEL SERIOUS INJURY BY VEHICLE,20-141.4(A3),20061201,99999999,F,20061201,99999999,No,20061201,0,
 ,4702,F,AGG FEL SER INJURY BY VEHICLE,20-141.4(A4),20061201,99999999,E,20061201,99999999,No,20061201,0,
 ,4703,F,AGG FELONY DEATH BY VEHICLE,20-141.4(A5),20061201,99999999,D,20061201,99999999,No,20061201,0,
 ,4706,F,REPEAT FELONY DEATH BY VEHICLE,20-141.4(A6),20070830,99999999,B2,20070830,99999999,No,20070830,0,
 ,4707,F,PASS STOPPED BUS STRIKE PERSON,20-217(G),20071201,99999999,I,20071201,99999999,No,20071201,0,
 ,4708,F,FEL HIT/RUN SER INJ/DEATH,20-166(A),20081201,99999999,F,20081201,99999999,No,20081201,0,
 ,4709,F,FEL HIT/RUN SER INJ/DEATH RV 1,20-166(E),20081201,99999999,F,20081201,99999999,No,20081201,0,
 ,4710,F,FEL HIT/RUN SER INJ/DEATH RV 2,20-166(E),20081201,99999999,F,20081201,99999999,No,20081201,0,
 ,4711,F,FEL HIT/RUN INJURY,20-166(A1),20081201,99999999,H,20081201,99999999,No,20081201,0,
 ,4712,F,FEL HIT/RUN INJURY RV 1,20-166(E),20081201,99999999,H,20081201,99999999,No,20081201,0,
 ,4713,F,FEL HIT/RUN INJURY RV 2,20-166(E),20081201,99999999,H,20081201,99999999,No,20081201,0,
 ,4723,F,PASS STOP SCH BUS-CAUSE DEATH,20-217(G),20091201,99999999,H,20091201,99999999,No,20091201,0,
*,4801,M,RESIST/OBSTRUCT PUBLIC OFFICER,14-223,00000000,19940606,2, , ,No,19940606,1,
*,4818,M,FAILURE TO DISPERSE,14-288.5,00000000,19940606,2, , ,No,19940606,1,
*,4822,M,IMPERSONATION- PEACE OFFICERS,14-277,00000000,19940606,1, , ,No,19940606,1,
*,4899,Free Text,OBSTRUCT POLICE - FREE TEXT, ,00000000,19940606,??, , ,No,19940606,2,
 ,4904,M,HARBORING FUGITIVE,14-267,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,4905,F,FELONY HARBORING ESCAPEE,14-259,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,4910,M,ESCAPE BY HIRED PRISONER,14-255,00000000,99999999,3,19941001,19971130,No,19971130,1,
 ,4910,M,ESCAPE BY HIRED PRISONER,14-255,00000000,99999999,1,19971201,99999999,No,19971201,0,
*,4912,M,ESCAPE FROM LOCAL JAIL,14-256,00000000,19940606,1, , ,No,19940606,1,
 ,4914,F,ESCAPE FROM STATE PRISON (F),148-45(B),00000000,99999999,I,19941001,19971130,No,19971130,1,
 ,4914,F,ESCAPE FROM STATE PRISON (F),148-45(B),00000000,99999999,H,19971201,99999999,No,19971201,0,
 ,4916,M,ESCAPE FROM STATE PRISON (M),148-45(A),00000000,99999999,1,19971201,99999999,No,19971201,0,
*,4918,F,FUGITIVE,15A-722,00000000,19920203,Blank, , ,No,19920203,1,
 ,4920,M,PERSUADING INMATES TO ESCAPE,14-266,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,4922,M,MISDEMEANOR ESCAPE LOCAL JAIL,14-256,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,4924,F,FELONY ESCAPE LOCAL JAIL,14-256,00000000,99999999,I,19941001,19971130,No,19971130,1,
 ,4924,F,FELONY ESCAPE LOCAL JAIL,14-256,00000000,99999999,H,19971201,99999999,No,19971201,0,
 ,4926,F,ESCAPE PRIVATE CORRECTION FAC,14-256.1,19990101,99999999,H,19990101,99999999,No,19990101,0,
 ,4999,Free Text,FLIGHT/ESCAPE - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
 ,5000,F,RICO PERJURY,75D-7,00000000,99999999,F,19941001,99999999,No,19941001,0,
*,5001,F,GOVERNOR S WARRANT,15A-727,00000000,19920203,Blank, , ,No,19920203,1,
 ,5003,F,PERJURY,14-209,00000000,99999999,F,19941001,99999999,No,19941001,0,
 ,5004,F,SUBORNATION OF PERJURY,14-210,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,5006,F,OFFERING BRIBES,14-218,00000000,99999999,F,19941001,99999999,No,19941001,0,
 ,5008,F,RECEIVING BRIBES,14-217,00000000,99999999,F,19941001,99999999,No,19941001,0,
 ,5010,M,OBSTRUCTING JUSTICE,COMMON LAW,00000000,20180228,1,19941001,20180228,No,20180228,1,
 ,5011,M,OBSTRUCTING JUSTICE(M),COMMON LAW,20180301,99999999,1,20180301,99999999,No,20180301,0,
 ,5012,F,ASSAULT EXEC LEGL COURT OFFCR,14-16.6(A),19991201,99999999,I,19991201,99999999,No,19991201,0,
 ,5013,F,ASSLT EXEC LEGL CRT OFFCR WEAP,14-16.6(B),19991201,99999999,F,19991201,99999999,No,19991201,0,
 ,5014,F,ASSLT EXEC LEGL CRT OFFCR INJR,14-16.6(C),19991201,99999999,F,19991201,20231130,No,20231130,1,
 ,5014,F,ASSLT EXEC LEGL CRT OFFCR INJR,14-16.6(C),19991201,99999999,E,20231201,99999999,No,20231201,0,
 ,5015,F,ASSAULT TO RETAL VS PUB OFFCR,14-16.6(A),20141201,99999999,I,20141201,99999999,No,20141201,0,
 ,5016,F,THREATEN EXEC LEGL COURT OFFCR,14-16.7,19991201,99999999,I,19991201,99999999,No,19991201,0,
 ,5017,F,ASSAULT RETAL VS PUB OFF/WEAP,14-16.6(B),20141201,99999999,F,20141201,99999999,No,20141201,0,
 ,5018,F,THREAT RETAL VS PUB OFF,14-16.7,20141201,99999999,I,20141201,99999999,No,20141201,0,
 ,5019,F,OBSTRUCTING JUSTICE(F),COMMON LAW,20180301,99999999,H,20180301,99999999,No,20180301,0,
 ,5020,F,FAILURE TO APPEAR ON FELONY,15A-543(B),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,5022,M,FAILURE TO APPEAR ON MISD,15A-543(C),00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,5023,F,HARASSMENT OF JUROR,14-225.2,00000000,99999999,H/I,19941001,99999999,No,19941001,0,
*,5024,M,INTIMIDATION OF A WITNESS,14-226,00000000,19950206,Blank, , ,No,19950206,1,
 ,5025,F,INTIMIDATING WITNESS,14-226,19941001,99999999,H,19941001,20111130,No,20111130,1,
 ,5025,F,INTIMIDATING WITNESS,14-226,19941001,99999999,G,20111201,99999999,No,20111201,0,
 ,5026,M,VIOLATION OF COURT ORDER,5A-11,00000000,99999999,Blank, , ,No,00000000,3,
 ,5028,M,CRIMINAL CONTEMPT,5A-11,00000000,99999999,Blank, , ,No,00000000,3,
 ,5029,M,CONTEMPT BY PROBATIONER,5A-11(A)(9A),19940501,99999999,Blank, , ,No,19940501,3,
