D,CODE,T,Offense Description,NC General Statute,Offense Start Date,Offense End Date,CL,Class Start Date,Class End Date,DWI and IC Report,Max Date,(0) Offense Ongoing | (1) Offense Ended | (2) Free Text | (3) No Info Provided,
 ,5030,M,MISDEMEANOR PROBATION VIOL,15A-1345,00000000,99999999,Blank, , ,No,00000000,3,
 ,5032,F,FELONY PROBATION VIOLATION,15A-1345,00000000,99999999,Blank, , ,No,00000000,3,
 ,5033,F,H/I FELONY PROBATION VIOLATION,15A-1345,00000000,99999999,H/I, , ,No,00000000,3,
 ,5034,M,SHOW CAUSE,5A-15,00000000,99999999,Blank, , ,No,00000000,3,
*,5036,M,BILL OF PARTICULARS,5A-11,00000000,19940606,Blank, , ,No,19940606,1,
 ,5038,M,MISD PROB VIOL OUT OF COUNTY,15A-1345,00000000,99999999,Blank, , ,No,00000000,3,
 ,5040,F,FEL PROB VIOL OUT OF COUNTY,15A-1345,00000000,99999999,Blank, , ,No,00000000,3,
 ,5042,M,PROBATION REVOCATION APPEAL,15A-1347,00000000,99999999,Blank, , ,No,00000000,3,
*,5044,M,PROBATION REVOCATION APPEAL,15A-1347,00000000,19940606,Blank, , ,No,19940606,1,
 ,5046,M,MOTIONS,15A-951,00000000,99999999,Blank, , ,No,00000000,3,
*,5048,M,MOTION TO WITHHOLD WAGES,15A-1344.1(D),00000000,19940606,Blank, , ,No,19940606,1,
 ,5099,Free Text,PUBLIC ORDER-FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
*,5102,F,BRIBERY - OFFERING,14-218,00000000,19940606,F, , ,No,19940606,1,
*,5103,F,BRIBERY - RECEIVING,14-217,00000000,19940606,F, , ,No,19940606,1,
*,5199,Free Text,BRIBERY - FREE TEXT, ,00000000,19940606,??, , ,No,19940606,2,
 ,5201,M,PERMIT CHILDREN USE FIREARMS,14-316,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,5202,M,CARRYING CONCEALED WEAPON,14-269(A),00000000,99999999,2,19941001,99999999,No,19941001,0,
*,5203,M,POSS WEAPON ON SCHOOL GROUNDS,14-269.2,00000000,19931202,1, , ,No,19931202,1,
 ,5204,M,POSSESS HANDGUN BY MINOR,14-269.7(A),19921001,99999999,2,19941001,20111130,No,20111130,1,
 ,5204,M,POSSESS HANDGUN BY MINOR,14-269.7(A),19921001,99999999,1,20111201,99999999,No,20111201,0,
 ,5205,M,SELL/GIVE WEAPON TO MINOR (M),14-315(A),19941001,99999999,1,19941001,99999999,No,19941001,0,
 ,5206,F,SELL/GIVE HANDGUN TO MINOR,14-315(A1),19941001,99999999,I,19941001,19970630,No,19970630,1,
 ,5206,F,SELL/GIVE HANDGUN TO MINOR,14-315(A1),19941001,99999999,H,19970701,99999999,No,19970701,0,
 ,5207,F,DAMAGE OCCUPIED PROP EXPLOSIVE,14-49.1,00000000,99999999,D,19941001,99999999,No,19941001,0,
*,5208,F,MALICIOUS USE OF EXPLOSIVE,14-49,00000000,19990831,D/E/G,19941001,99999999,No,19990831,1,
 ,5209,F,USE EXPLOSIVE DEVICE CHURCH,14-49(B1),19960621,99999999,E,19960621,99999999,No,19960621,0,
 ,5210,F,PURCH FIREARM VIOL DOM ORDER,14-269.8,19951001,99999999,H,19951001,99999999,No,19951001,0,
 ,5211,F,ALTER/REMOVE GUN SERIAL NUMBER,14-160.2(A),20091201,99999999,H,20091201,99999999,No,20091201,0,
 ,5212,F,POS/SELL/BUY ALT GUN SERIAL NO,14-160.2(B),20091201,99999999,H,20091201,99999999,No,20091201,0,
*,5213,M,SHOOTING WITHIN CITY LIMITS,LOCAL ORDINANC,00000000,19940606,Blank, , ,No,19940606,1,
 ,5215,F,MALICIOUS USE EXPLOSV INJURY,14-49(A),19990901,99999999,D,19990901,99999999,No,19990901,0,
 ,5216,F,MALICIOUS USE EXPLOSV DAMG PRP,14-49(B),19990901,99999999,G,19990901,99999999,No,19990901,0,
 ,5217,F,DISCHARGE FIREARM ENCL FEAR,14-34.10,20131201,99999999,F,20131201,99999999,No,20131201,0,
 ,5218,F,DIS WEAP OCC DWELL/MOVING VEH,14-34.1(B),20051201,99999999,D,20051201,99999999,No,20051201,0,
 ,5219,F,DIS WEAP OCC PROP SER BOD INJ,14-34.1(C),20051201,99999999,C,20051201,99999999,No,20051201,0,
 ,5220,F,DISCHARGE WEAPON OCCUPIED PROP,14-34.1(A),00000000,99999999,E,19941001,99999999,No,19941001,0,
 ,5221,M,GO ARMED TO TERROR OF PEOPLE,COMMON LAW,00000000,99999999,1,19941001,99999999,No,19941001,0,
*,5222,M,POSSESSION OF MACHINE GUN (M),14-409.9,00000000,19951130,Blank, , ,No,19951130,1,
 ,5223,F,POSSESSION OF MACHINE GUN (F),14-409,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,5224,F,POSSESSION OF FIREARM BY FELON,14-415.1,00000000,99999999,H,19941001,19951130,No,19951130,1,
 ,5224,F,POSSESSION OF FIREARM BY FELON,14-415.1,00000000,99999999,G,19951201,99999999,No,19951201,0,
 ,5225,M,POSSESS WEAPON BY PRISONER (M),14-258.2,00000000,20020524,F/H, , ,No,20020524,1,
 ,5226,M,SELL/PURCHASE WEAPON NO PERMIT,14-402,00000000,20230328,2,19941001,99999999,No,20230328,1,
 ,5227,F,POSSESS WEAPON BY PRISONER (F),14-258.2,00000000,99999999,F/H,19941001,99999999,No,19941001,0,
 ,5228,M,SHOOTING/THROWING AT TRAIN (M),14-280,00000000,20020524,I, , ,No,20020524,1,
 ,5229,F,SHOOTING/THROWING AT TRAIN (F),14-280,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,5230,M,DEADLY WEAPON OFF PREMISES,14-288.7,00000000,20120930,1,19941001,20120930,No,20120930,1,
 ,5231,F,PROVIDE CONTRABAND TO INMATE,14-258.1(A),20171201,99999999,H,20171201,99999999,No,20171201,0,
 ,5232,F,POSSESS WEAPON MASS DESTRUCT,14-288.8,00000000,99999999,F,19941001,99999999,No,19941001,0,
 ,5233,F,DISCHARGE FIREARM ON EDUC PROP,14-269.2(B),20041201,99999999,F,20041201,99999999,No,20041201,0,
*,5234,F,WEAPONS ON EDUC PROP/AID (F),14-269.2,19931201,19990831,I,19941001,99999999,No,19990831,1,
 ,5235,M,WEAPONS ON EDUC PROP/AID (M),14-269.2,19931201,20170809,1,19941001,20170809,No,20170809,1,
 ,5236,F,GUN ETC ON EDUC PROP,14-269.2(B),19990901,99999999,I,19990901,99999999,No,19990901,0,
 ,5237,F,GUN ETC ON EDUC PROP AID MINOR,14-269.2(C),19990901,99999999,I,19990901,99999999,No,19990901,0,
 ,5238,F,EXPLOSIVE ON EDUC PROP,14-269.2(B1),19990901,99999999,G,19990901,99999999,No,19990901,0,
 ,5239,F,EXPLOSVE ON EDUC PROP AID MINR,14-269.2(C1),19990901,99999999,G,19990901,99999999,No,19990901,0,
 ,5240,M,CARRYING CONCEALED GUN(M),14-269(A1),19951201,99999999,2,19951201,99999999,No,19951201,0,
 ,5241,M,POSS WEAPON STATE PROP/CRTHOUS,14-269.4,19991201,99999999,1,19991201,99999999,No,19991201,0,
 ,5242,F,CARRYING CONCEALED GUN(F),14-269(A1),19951201,99999999,I,19951201,20141130,No,20141130,1,
 ,5242,F,CARRYING CONCEALED GUN(F),14-269(A1),19951201,99999999,H,20141201,99999999,No,20141201,0,
 ,5243,F,POSS PHONE/COMM DEV BY INMATE,14-258.1(G),20161215,99999999,H,20161215,99999999,No,20161215,0,
 ,5246,M,CONCEAL HANDGUN PERMIT VIOL(M),14-415.21(B),19951201,99999999,2,19951201,99999999,No,19951201,0,
 ,5247,F,M/P/S NUC/BIO/CHEM WEAPON,14-288.21,20011128,99999999,B1,20011128,99999999,No,20011128,0,
 ,5248,F,UNLAWFUL USE NUC/BIO/CHEM WEAP,14-288.22,20011128,99999999,A/B1,20011128,99999999,No,20011128,0,
 ,5249,F,FALSE REPORT NUC/BIO/CHEM WEAP,14-288.23,20011128,99999999,D,20011128,99999999,No,20011128,0,
 ,5250,F,PERP HOAX NUC/BIO/CHEM WEAPON,14-288.24,20011128,99999999,D,20011128,99999999,No,20011128,0,
 ,5251,M,PROV TOBAC/VAPOR PROD INMATE,14-258.1(C),20100301,99999999,1,20100301,99999999,No,20100301,0,
 ,5252,M,PROVIDING PHONE/ELEC TO INMATE,14-258.1(D),20100301,20141130,1,20100301,20141130,No,20141130,1,
 ,5253,M,INMATE POSS TOBACCO/PHONE ELEC,14-258.1(E),20100301,20141130,1,20100301,20141130,No,20141130,1,
 ,5254,M,CONC HANDGUN AFT/WHL CONS ALC,14-415.11,19951201,20130930,2,19951201,20130930,No,20130930,1,
 ,5255,M,CONC HANDGUN PROHIBIT PREMISE,14-415.11(C)(8),19951201,20151130,1,19951201,20151130,No,20151130,1,
 ,5256,F,ARMED HABITUAL FELON,14-7.36,20131001,99999999,C,20131001,99999999,No,20131001,0,
 ,5257,M,POSS TOBACCO BY INMATE,14-258.1(E),20141201,99999999,1,20141201,99999999,No,20141201,0,
 ,5258,F,POSS PHONE/COMM DEV BY INMATE,14-258.1(F),20141201,20161214,H,20141201,20161214,No,20161214,1,
 ,5259,F,PROVIDING PHONE/ELEC TO INMATE,14-258.1(D),20141201,99999999,H,20141201,99999999,No,20141201,0,
 ,5260,M,WEAPON ON EDUC PROP-NOT GUN,14-269.2(D),19931201,99999999,1,19941001,99999999,No,19941001,0,
 ,5261,M,GUN ETC ON EDUC PROP (M),14-269(2)F,19991201,99999999,1,19991201,99999999,No,19991201,0,
 ,5299,Free Text,WEAPON OFFENSE - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
 ,5301,F,FELONY INCITING TO RIOT,14-288.2,00000000,20231130,D/E/F/H,19941001,20231130,No,20231130,1,
*,5302,M,RIOT - INCITING,14-288.2,00000000,19941003,1,19941001,19941003,No,19941003,1,
 ,5303,M,TRESPASS DURING EMERGENCY (M),14-288.6(A),00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,5304,F,TRESPASS DURING EMERGENCY (F),14-288.6(B),00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,5305,F,INTERFERE JAIL/PRISON FIRE SYS,14-286(B),20191201,99999999,H,20191201,99999999,No,20191201,0,
 ,5306,F,COMM THREAT MASS VIOL EDU PROP,14-277.6,20181201,99999999,H,20181201,99999999,No,20181201,0,
 ,5307,M,RIOT (M),14-288.2(A),20231201,99999999,1,20231201,99999999,No,20231201,0,
 ,5308,M,FALSE FIRE ALARM,14-286,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,5309,M,HARASSING PHONE CALL,14-196(A)(3),00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,5310,M,RESISTING PUBLIC OFFICER,14-223,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,5311,F,RESIST PUBLIC OFFICER/SER INJ,14-223(B),20211201,99999999,I,20211201,99999999,No,20211201,0,
 ,5312,M,FAIL TO DISPERSE ON COMMAND,14-288.5,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,5313,F,RESIST PUBLIC OFF/SER BOD INJ,14-223(C),20211201,99999999,F,20211201,99999999,No,20211201,0,
 ,5314,M,IMPERSONATE LAW ENFORCEMNT (M),14-277,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,5315,F,OPERATE VEH WITH BLUE LIGHT,14-277(A)(4),19961201,99999999,I,19961201,99999999,No,19961201,0,
 ,5316,F,BLUE LIGHT CAUSE STOP/YIELD,14-277(B)(5),19961201,99999999,H,19961201,99999999,No,19961201,0,
 ,5317,M,IMPERSON EMS PERSONNEL/FIREMAN,14-276.1,19941001,99999999,3,19941001,99999999,No,19941001,0,
 ,5318,F,RIOT (F),14-288.2(C),20231201,99999999,H,20231201,99999999,No,20231201,0,
 ,5319,F,RIOT >$2500 OR SER BOD INJ (F),14-288.2(C1),20231201,99999999,F,20231201,99999999,No,20231201,0,
*,5320,M,BARKING DOG,LOCAL ORDINANC,00000000,19941003,3,19941001,19941003,No,19941003,1,
 ,5321,M,ALLOW DOG TO RUN AT NIGHT,67-12,00000000,99999999,3,19941001,99999999,No,19941001,0,
*,5322,M,INDECENT LANGUAGE ON TELEPHONE,14-196,00000000,19941003,2,19941001,19941003,No,19941003,1,
 ,5323,M,INCITE RIOT-RIOT LIKELY (M),14-288.2(D),20231201,99999999,A1,20231201,99999999,No,20231201,0,
 ,5324,M,INCITE RIOT-RIOT RESULTED (M),14-288.2(D),20231201,99999999,A1,20231201,99999999,No,20231201,0,
 ,5326,M,CYBER-BULLYING DEF =>18,14-458.1,20091201,99999999,1,20091201,99999999,No,20091201,0,
 ,5327,M,CYBER-BULLYING DEF  <18,14-458.1,20091201,99999999,2,20091201,99999999,No,20091201,0,
 ,5328,M,COMMUNICATING THREATS,14-277.1,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,5329,M,MISDEMEANOR STALKING,14-277.3,19880101,20081130,Blank,19941001,20020228,No,20081130,1,
 ,5329,M,MISDEMEANOR STALKING,14-277.3,19880101,20081130,A1,20020301,99999999,No,20081130,1,
 ,5330,M,DISORDERLY CONDUCT,14-288.4,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,5331,M,DISORDERLY CONDUCT-SCHOOL,14-288.4(A)(6),19941001,99999999,2,19941001,99999999,No,19941001,0,
 ,5332,M,DISORDERLY CONDUCT AT TERMINAL,14-275.1,00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,5333,M,ETHNIC INTIMIDATION,14-401.14(A),19911001,99999999,1,19941001,99999999,No,19941001,0,
 ,5334,M,TEACHING ETHNIC INTIMIDATION,14-401.14(B),19911001,99999999,1,19941001,99999999,No,19941001,0,
 ,5335,M,OBSTRUCT HEALTH CARE FACILITY,14-277.4,19931001,99999999,2,19941001,99999999,No,19941001,0,
 ,5337,M,CYBERSTALKING,14-196.3,20001201,99999999,2,20001201,99999999,No,20001201,0,
 ,5338,M,THREATENING PHONE CALL,14-196(A)(2),00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,5339,F,FELONY STALKING,14-277.3,19921001,20081130,I,19941001,20020228,No,20081130,1,
 ,5339,F,FELONY STALKING,14-277.3,19921001,20081130,Blank,20020301,99999999,No,20081130,1,
 ,5340,M,SEX OFFN VIOL NO CONTACT ORDER,15A-1340.50(G),20091201,99999999,A1,20091201,99999999,No,20091201,0,
 ,5341,M,DRIVE ON CLOSED/UNOPENED HWY,136-26,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,5342,M,PUT INJURIOUS OBJECT IN ROAD,136-91,00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,5343,F,INCITE RIOT (F),14-288.2(E),20231201,99999999,E,20231201,99999999,No,20231201,0,
 ,5344,M,EXCEED BRIDGE LOAD LIMIT,136-72,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,5345,F,FALSE BOMB REPORT,14-69.1,19971201,99999999,H,19971201,99999999,No,19971201,0,
*,5346,M,FALSE BOMB REPORT,14-69.1,00000000,19971130,1,19941001,19971130,No,19971130,1,
 ,5347,F,HOAX BY FALSE BOMB,14-69.2,19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,5348,M,HAZING,14-35,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,5349,F,FALSE BOMB REPORT PUBLIC BLDG,14-69.1(C),19990901,99999999,G/H,19990901,99999999,No,19990901,0,
 ,5350,M,KEEPING A DISORDERLY HOUSE,14-188,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,5351,F,HOAX FALSE BOMB PUBLIC BLDG,14-69.2(C),19990901,99999999,G/H,19990901,99999999,No,19990901,0,
 ,5352,M,REFUSE RELEASE LINE EMERGENCY,14-401.8,00000000,20151027,1,19941001,20151027,No,20151027,1,
 ,5353,M,LITTERING NOT > 10 LBS,14-399(C),20241201,99999999,3,20241201,99999999,No,20241201,0,
 ,5354,M,HANDLING DANGEROUS REPTILES,14-416,00000000,20091130,2,19941001,99999999,No,20091130,1,
 ,5355,M,LITTER NOT > 10 LBS 2ND/SUB,14-399(C),20241201,99999999,3,20241201,99999999,No,20241201,0,
 ,5356,M,PROFANE LANGUAGE ON HIGHWAY,14-197,00000000,20151027,3,19941001,20151027,No,20151027,1,
 ,5357,F,FALSE REP LAW ENF CHILD VICTIM,14-225(B),20131201,99999999,H,20131201,99999999,No,20131201,0,
 ,5358,M,MISUSE OF 911 SYSTEM,62A-12,00000000,20071231,1,19941001,99999999,No,20071231,1,
 ,5359,M,MISUSE OF 911 SYSTEM,14-111.4,20080101,99999999,1,20080101,20131130,No,20131130,1,
 ,5359,M,MISUSE OF 911 SYSTEM,14-111.4,20080101,99999999,1,20131201,99999999,No,20131201,0,
 ,5360,M,FALSE AMBULANCE REQUEST,14-286.1,00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,5361,M,INTERFERE EMERG COMMUNICATION,14-286.2,20011201,99999999,A1,20011201,99999999,No,20011201,0,
 ,5362,M,FALSE REPORT TO POLICE STATION,14-225(A),00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,5363,F,FALSE RPT MASS VIOL EDUC PROP,14-277.5,20071201,99999999,H,20071201,99999999,No,20071201,0,
 ,5364,M,PUBLIC DISTURBANCE,14-288.2,00000000,20231130,1,19941001,20231130,No,20231130,1,
 ,5365,M,DISORDERLY CONDUCT FUNERAL,14-288.4(A)(8),20061201,99999999,2,20061201,20131130,No,20131130,1,
 ,5365,M,DISORDERLY CONDUCT FUNERAL,14-288.4(A)(8),20061201,99999999,1,20131201,99999999,No,20131201,0,
 ,5366,M,DISORDERLY COND FUNERAL 2 OFF,14-288.4(A)(8),20061201,20131130,1,20061201,20131130,No,20131130,1,
 ,5367,F,DISORDERLY COND FUNERAL 3/+,14-288.4(A)(8),20061201,99999999,I,20061201,20131130,No,20131130,1,
 ,5367,F,DISORDERLY COND FUNERAL 3/+,14-288.4(A)(8),20061201,99999999,H,20131201,99999999,No,20131201,0,
 ,5368,F,DISORDERLY COND FUNERAL 2 OFF,14-288.4(A)(8),20131201,99999999,I,20131201,99999999,No,20131201,0,
 ,5369,M,REMOVE/ETC POLITICAL SIGN VIOL,136-32,20111001,99999999,3,20111001,99999999,No,20111001,0,
 ,5370,F,COMMERCIAL LITTERING,14-399(E),19891001,99999999,I,19941001,99999999,No,19941001,0,
 ,5371,F,LITTERING HAZARDOUS WASTE,14-399(E),19891001,99999999,I,19941001,99999999,No,19941001,0,
 ,5372,M,LITTERING NOT > 15 LBS,14-399(C),19911001,20241130,3,19941001,20241130,No,20241130,1,
 ,5373,M,LITTERING 15 - 500 LBS,14-399(D),19911001,20241130,3,19941001,20241130,No,20241130,1,
 ,5374,F,LITTERING > 500 LBS,14-399(E),19911001,99999999,I,19941001,99999999,No,19941001,0,
 ,5378,M,LITTER NOT > 15 LBS 2ND/SUB,14-399(C),19971201,20241130,3,20020301,20241130,No,20241130,1,
 ,5381,M,MISDEMEANOR STALKING,14-277.3A(C),20081201,99999999,A1,20081201,99999999,No,20081201,0,
 ,5382,F,FELONY STALKING,14-277.3A(C),20081201,99999999,F/H,20081201,99999999,No,20081201,0,
 ,5383,M,CYBER-BULLY SCH EMP-STUDENT,14-458.2(B),20121201,99999999,2,20121201,99999999,No,20121201,0,
 ,5386,M,LITTERING 10-500 LBS,14-399(D),20241201,99999999,3,20241201,99999999,No,20241201,0,
 ,5399,Free Text,PUBLIC PEACE - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
 ,5406,F,FELONY DEATH BY VEHICLE,20-141.4(A1),00000000,99999999,G,19941001,20061130,No,20061130,1,
 ,5406,F,FELONY DEATH BY VEHICLE,20-141.4(A1),00000000,99999999,E,20061201,20121130,No,20121130,1,
 ,5406,F,FELONY DEATH BY VEHICLE,20-141.4(A1),00000000,99999999,D,20121201,99999999,No,20121201,0,
 ,5417,F,POSSESS STOLEN MOTOR VEHICLE,20-106,00000000,20191130,H,19941001,20191130,No,20191130,1,
 ,5509,F,MOTOR VEHICLE RENTAL FRAUD,20-106.1,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,5527,F,HABITUAL IMPAIRED DRIVING,20-138.5,19831001,99999999,G,19941001,19971130,Yes,19971130,1,
 ,5527,F,HABITUAL IMPAIRED DRIVING,20-138.5,19831001,99999999,F,19971201,99999999,Yes,19971201,0,
*,5530,M,DOG VACCINATION,130-185,00000000,19940606,Blank, , ,No,19940606,1,
 ,5534,F,FALSE CERTIFICATION OF TITLE,20-72(B),20010501,99999999,H,20010501,99999999,No,20010501,0,
*,5540,M,TREATMENT W/O REQ LICENSE,90-109,00000000,19940606,Blank, , ,No,19940606,1,
*,5541,M,BARBERING W/O CERTIFICATE,86A-1,00000000,19940606,Blank, , ,No,19940606,1,
*,5542,M,NO BARBERSHOP/SCHOOL PERMIT,86A-1,00000000,19940606,Blank, , ,No,19940606,1,
 ,5543,F,SPECL ID FRAUD IN COMMIT FEL,20-37.8(B),19991201,99999999,I,19991201,99999999,No,19991201,0,
*,5544,M,PUBLIC HEALTH VIOLATION,130A-25,00000000,19940606,3, , ,No,19940606,1,
*,5545,M,FAIL TO REPORT FOR TB TREATMNT,130A-178,00000000,19941003,1,19941001,99999999,No,19941003,1,
*,5546,M,SEWAGE DISPOSAL VIOLATION,130-335,00000000,19940606,Blank, , ,No,19940606,1,
 ,5547,F,B/I/S/P FORGED INSPECTION,20-183.8(C)(2),20020105,99999999,I,20020105,99999999,No,20020105,0,
*,5548,F,DUMP TOXIC SUBSTANCES,14-284.2,00000000,19940606,F, , ,No,19940606,1,
 ,5552,F,MV SUBLEASE VIOLATION (F),20-106.2(B),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,5554,F,PASS STOPPED BUS SER BOD INJ,20-217(G),20050901,20071130,I,20050901,99999999,No,20071130,1,
*,5572,M,DRINK BEER/WINE WHILE DRIVING,18B-401(A),19831001,19940606,3, , ,No,19940606,1,
 ,5581,F,FEL HIT/RUN FAIL STOP PER INJ,20-166(A),00000000,20081130,H,19941001,99999999,No,20081130,1,
 ,5588,F,CHANGE OF MILEAGE VIOL,20-343,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,5590,F,ALTERING SERIAL NUMBERS,20-109(B),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,5592,F,ALTER TITLE,20-71(A),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,5593,F,SELL FALSE DRIVERS LIC/PERMIT,20-30(7),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,5598,F,FALSE LIC/PERM IN COMMIT FEL,20-30(9),19991201,99999999,I,19991201,99999999,No,19991201,0,
 ,5599,Free Text,TRAFFIC OFFENSE-FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
 ,5601,F,POSSESS STOLEN MOTOR VEHICLE,14-71.2,20191201,99999999,H,20191201,99999999,No,20191201,0,
 ,5602,M,INJURE/TAMPER W/VEHICLE,14-160.4(A),20221201,99999999,2,20221201,99999999,No,20221201,0,
 ,5603,M,INJURE/TAMPER W/VEHICLE PARTS,14-160.4(A),20221201,99999999,2,20221201,99999999,No,20221201,0,
 ,5604,M,INJURE/TAMPER W VEHICLE MANIP,14-160.4(B),20221201,99999999,2,20221201,99999999,No,20221201,0,
 ,5606,F,STREET TAKEOVER 2ND/SUB,20-141.10(B),20231201,99999999,H,20231201,99999999,No,20231201,0,
 ,5608,F,IMPEDE TRAFFIC/DEM 2ND/SUB,20-174.1(C),20241201,99999999,H,20241201,99999999,No,20241201,0,
 ,5628,F,SEX OFFN W/O CMV P/S ENDORSE,20-27.1,20091201,99999999,F,20091201,99999999,No,20091201,0,
 ,5637,F,ELUDE ARREST MV CAUSE DEATH,20-141.5(A),20051201,99999999,H,20051201,99999999,No,20051201,0,
 ,5638,F,ELUDE ARREST MV DEATH 2 AF,20-141.5(B),20051201,99999999,E,20051201,99999999,No,20051201,0,
 ,5639,F,ELUDE ARREST MV DEATH >=3 AF,20-141.5(B),20051201,99999999,E,20051201,99999999,No,20051201,0,
 ,5641,F,FLEE/ELUDE ARREST W/MV (F),20-141.5(B),19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,5642,F,ELUDE ARRST MV 2 AGRVTG FCTRS,20-141.5(B),19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,5643,F,ELUDE ARRST MV >=3 AGRV FCTRS,20-141.5(B),19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,5645,F,PASSENGER FLEE ACC INJ/DEATH,20-166.2(A),20051201,99999999,H,20051201,99999999,No,20051201,0,
 ,5701,M,TRESPASS ON POSTED PROPERTY,14-159.6(A),20151001,99999999,2,20151001,99999999,No,20151001,0,
 ,5702,F,FIRST DEG TRESP-INFRASTRUCT-F,14-159.12(D),20120901,20231130,H,20120901,20231130,No,20231130,1,
 ,5703,M,FIRST DEG TRESP-INFRASTRUCT-M,14-159.12(C),20120901,20231130,A1,20120901,20231130,No,20231130,1,
 ,5704,M,SECRET LISTENING PRISONER/ATTY,14-227.1,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,5705,M,TRSPSS POSTED PROP PINE STRAW,14-159.6(B),19971201,99999999,1,19971201,99999999,No,19971201,0,
 ,5706,M,TRESPASS ON POSTED PROPERTY,14-159.6,00000000,20150930,2,19941001,20150930,No,20150930,1,
*,5707,M,TRESPASS WITHOUT A LICENSE,14-134,00000000,19910408,Blank, , ,No,19910408,1,
 ,5708,M,FIRST DEG TRESP ENTER/REMAIN,14-159.12,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,5709,M,SECOND DEGREE TRESPASS,14-159.13,00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,5710,M,FORCIBLE TRESPASS,COMMON LAW,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,5711,M,RIDE ON TRAIN UNLAWFULLY,62-319,00000000,99999999,3,19941001,99999999,No,19941001,0,
*,5712,M,INJURY TO PERSONAL PROPERTY,14-160,00000000,19890813,1/2, , ,No,19890813,1,
 ,5713,M,RIDE ON TRAIN UNLAWFULLY,14-460,19980904,99999999,3,19980904,99999999,No,19980904,0,
 ,5714,M,MISDEMEANOR SECRET PEEPING,14-202,00000000,99999999,1,19941001,20041115,No,20041115,1,
 ,5714,M,MISDEMEANOR SECRET PEEPING,14-202,00000000,99999999,A1/1,20041116,99999999,No,20041116,0,
 ,5715,F,FELONY SECRET PEEPING,14-202,20041116,99999999,H/I,20041116,99999999,No,20041116,0,
 ,5716,M,DOMESTIC CRIM TRESPASS(M),14-134.3(A),00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,5717,F,DOM CR TRESPSS SAFE HOUSE WEAP,14-134.3(B),19990101,99999999,G,19990101,99999999,No,19990101,0,
 ,5718,F,FIRST DEG TRESP/SQUATTING,14-159.12(F),20161201,99999999,I,20161201,99999999,No,20161201,0,
 ,5719,M,DEFACE GRAVE/GRAVE SITE (M),14-148,20020105,99999999,1,20020105,99999999,No,20020105,0,
 ,5720,F,DISTURB CASKET/GRAVE MARKER,14-149(A),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,5721,F,DESECRATE GRAVE SITE >=$1000,14-148(C),20071201,99999999,I,20071201,99999999,No,20071201,0,
 ,5722,F,DESECRATE HUMAN REMAINS,14-149(A1),20071201,99999999,H,20071201,99999999,No,20071201,0,
 ,5723,F,FIRST DEG TRESP/EBCI 2ND/SUB,14-159.12(A)(3),20181201,99999999,I,20181201,99999999,No,20181201,0,
 ,5724,F,FST DEG TRESP-INFRASTR,14-159.12(C),20231201,99999999,I,20231201,99999999,No,20231201,0,
 ,5725,F,FST DEG TRESP-INFRASTR-DISRUPT,14-159.12(D),20231201,99999999,G,20231201,99999999,No,20231201,0,
